供应商代码（三位缩写）,中文名称,邮件种类,原寄局,寄达局,适用合同,结算方式,板号,账务时期,运能编码,收费路由,航班,来账重量,费率,金额,邮方确认重量,邮方确认费率,邮方确认金额
CP001,天泽物流,EA,CNCAND,GBCVTA,,单价,,202505,6102044,HKG-(KUL)-LHR,ZK001AK139-MH004,4873.0,54.0,263142.0,,,
CP001,天泽物流,EA,CNCAND,JPKIXA,,单价,,202505,6102020,HKG-(TPE)-KIX,ZK001CI920-JX820,5740.5,18.0,103329.0,,,
CP001,天泽物流,EA,CNSZXD,MXMEXD,,单价,,202505,6102025,HKG-(KUL)-(LHR)-MEX,ZK001AK139-MH004-AM008,226.2,84.0,19000.8,,,
CP001,天泽物流,EA,CNSZXD,NZAKLA,,单价,,202505,6102005,HKG-(TPE)-AKL,ZK001CI920-NZ078,123.9,48.0,5947.2,,,
CP001,天泽物流,EA,CNSZXD,RUMOWS,,单价,,202505,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,1376.6,63.0,86725.8,,,
CP001,天泽物流,LA,CNSZXA,AUMELA,,单价,,202505,6102024,HKG-(TPE)-MEL,ZK001CI920-CI057,106.0,41.0,4346.0,,,
CP001,天泽物流,LA,CNSZXA,AUSYDA,,单价,,202505,6102037,HKG-(TPE)-SYD,ZK001CI920-CI051,340.3,41.0,13952.3,,,
CP001,天泽物流,LA,CNSZXA,CAYVRA,,单价,,202505,6102045,HKG-(TPE)-YVR,ZK001CI920-CI032,7.3,75.0,547.5,,,
CP001,天泽物流,LA,CNSZXA,GBLALA,,单价,,202505,6102044,HKG-(KUL)-LHR,ZK001AK139-MH004,13.2,54.0,712.8,,,
CP001,天泽物流,LA,CNSZXA,JPKWSA,,单价,,202505,6102029,HKG-(TPE)-NRT,ZK001CI920-JX804,938.1,18.0,16885.8,,,
CP001,天泽物流,LA,CNSZXA,MXMEXD,,单价,,202505,6102025,HKG-(KUL)-(LHR)-MEX,ZK001AK139-MH004-AM008,11.3,84.0,949.2,,,
CP001,天泽物流,LA,CNSZXA,NZAKLA,,单价,,202505,6102005,HKG-(TPE)-AKL,ZK001CI920-NZ078,4.5,48.0,216.0,,,
CP001,天泽物流,LA,CNSZXA,RUMOWS,,单价,,202505,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,30.4,63.0,1915.2,,,
CP001,天泽物流,EA,CNSZXD,AUMELA,,单价,,202505,6102024,HKG-(TPE)-MEL,ZK001CI920-CI057,717.9,41.0,29433.9,,,
CP001,天泽物流,EA,CNSZXD,AUSYDA,,单价,,202505,6102037,HKG-(TPE)-SYD,ZK001CI920-CI051,2403.4,41.0,98539.4,,,
CP001,天泽物流,EA,CNSZXD,AUSYDB,,单价,,202505,6102037,HKG-(TPE)-SYD,ZK001CI920-CI051,5.2,41.0,213.2,,,
CP001,天泽物流,EA,CNSZXD,CAYVRB,,单价,,202505,6102045,HKG-(TPE)-YVR,ZK001CI920-CI032,195.2,75.0,14640.0,,,
CP001,天泽物流,EA,CNSZXD,GBLALA,,单价,,202505,6102044,HKG-(KUL)-LHR,ZK001AK139-MH004,475.8,54.0,25693.2,,,
CP001,天泽物流,EA,CNSZXD,JPKIXA,,单价,,202505,6102020,HKG-(TPE)-KIX,ZK001CI920-JX820,963.1,18.0,17335.8,,,
CP001,天泽物流,EA,CNSZXD,JPKWSA,,单价,,202505,6102029,HKG-(TPE)-NRT,ZK001CI920-JX804,2256.9,18.0,40624.2,,,
CP001,天泽物流,EA,CNSZXD,KRSELB,,单价,,202505,6102018,HKG-(TPE)-ICN,ZK001CI920-7C2602,198.7,18.0,3576.6,,,
CP001,天泽物流,EA,CNCAND,RUMOWT,,单价,,202505,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,69.3,63.0,4365.9,,,
CP001,天泽物流,EA,CNCAND,RULEDL,,单价,,202505,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,25.7,63.0,1619.1,,,
CP001,天泽物流,LA,CNSZXA,RULEDL,,单价,,202505,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,1.9,63.0,119.7,,,
CP001,天泽物流,LA,CNSZXA,RUOVBB,,单价,,202505,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,1.0,63.0,63.0,,,
CP001,天泽物流,LA,CNSZXA,KRSELB,,单价,,202505,6102018,HKG-(TPE)-ICN,ZK001CI920-7C2602,1.1,18.0,19.8,,,
CP001,天泽物流,EA,CNSZXD,GBCVTA,,单价,,202505,6102044,HKG-(KUL)-LHR,ZK001AK139-MH004,152.1,54.0,8213.4,,,
CP001,天泽物流,EA,CNXMND,GBCVTA,,单价,,202505,6102044,HKG-(KUL)-LHR,ZK001AK139-MH004,18.4,54.0,993.6,,,
CP001,天泽物流,EA,CNZUHD,GBCVTA,,单价,,202505,6102044,HKG-(KUL)-LHR,ZK001AK139-MH004,1.1,54.0,59.4,,,
CP001,天泽物流,EA,CNCSXD,KRSELB,,单价,,202505,6102018,HKG-(TPE)-ICN,ZK001CI920-7C2602,556.3,18.0,10013.4,,,
CP001,天泽物流,LA,CNSZXA,RUKZNA,,单价,,202505,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,2.5,63.0,157.5,,,
CP001,天泽物流,EA,CNCAND,MXMEXE,,单价,,202505,6102025,HKG-(KUL)-(LHR)-MEX,ZK001AK139-MH004-AM008,18.4,84.0,1545.6,,,
CP001,天泽物流,LA,CNDGGA,RUKZNA,,单价,,202505,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,11.9,63.0,749.7,,,
CP001,天泽物流,EA,CNSZXD,JPTYOA,,单价,,202505,6102029,HKG-(TPE)-NRT,ZK001CI920-JX804,25.1,18.0,451.8,,,
CP001,天泽物流,EA,CNCAND,RUOVBB,,单价,,202505,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,2.3,63.0,144.9,,,
CP001,天泽物流,EA,CNCAND,DEFRAA,,单价,,202505,6102015,HKG-(TPE)-FRA,ZK001CI920-CI061,161.2,58.0,9349.6,,,
CP001,天泽物流,EA,CNCAND,FRROIC,,单价,,202505,6102041,HKG-(TPE)-CDG,ZK001CI920-BR087,178.7,50.0,8935.0,,,
CP001,天泽物流,EA,CNCAND,ITMILR,,单价,,202505,5904109,HKG-(DXB)-MXP,ZK001EK381-EK091,48.9,58.0,2836.2,,,
CP001,天泽物流,LA,CNDGGA,DEFRAA,,单价,,202505,6102015,HKG-(TPE)-FRA,ZK001CI920-CI061,45.8,58.0,2656.4,,,
CP001,天泽物流,EA,CNDGGD,DEFRAA,,单价,,202505,6102015,HKG-(TPE)-FRA,ZK001CI920-CI061,66.2,58.0,3839.6,,,
CP001,天泽物流,EA,CNDGGD,FRROIC,,单价,,202505,6102041,HKG-(TPE)-CDG,ZK001CI920-BR087,12.4,50.0,620.0,,,
CP001,天泽物流,EA,CNDGGD,ITMILR,,单价,,202505,5904109,HKG-(DXB)-MXP,ZK001EK381-EK091,13.3,58.0,771.4,,,
CP001,天泽物流,LA,CNSZXA,DEFRAA,,单价,,202505,6102015,HKG-(TPE)-FRA,ZK001CI920-CI061,38.5,58.0,2233.0,,,
CP001,天泽物流,LA,CNSZXA,FRROIC,,单价,,202505,6102041,HKG-(TPE)-CDG,ZK001CI920-BR087,50.3,50.0,2515.0,,,
CP001,天泽物流,LA,CNSZXA,ITMXPB,,单价,,202505,5904109,HKG-(DXB)-MXP,ZK001EK381-EK091,28.3,58.0,1641.4,,,
CP001,天泽物流,EA,CNSZXD,DEFRAA,,单价,,202505,6102015,HKG-(TPE)-FRA,ZK001CI920-CI061,75.6,58.0,4384.8,,,
CP001,天泽物流,EA,CNSZXD,FRROIC,,单价,,202505,6102041,HKG-(TPE)-CDG,ZK001CI920-BR087,98.0,50.0,4900.0,,,
CP001,天泽物流,EA,CNSZXD,ITMILR,,单价,,202505,5904109,HKG-(DXB)-MXP,ZK001EK381-EK091,43.9,58.0,2546.2,,,
CP001,天泽物流,LA,CNSZXA,RUVVOF,,单价,,202505,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,0.3,63.0,18.9,,,
CP001,天泽物流,EA,CNCAND,FRCDGH,,单价,,202505,6102041,HKG-(TPE)-CDG,ZK001CI920-BR087,50.4,50.0,2520.0,,,
CP001,天泽物流,EA,CNCAND,ITMXPA,,单价,,202505,5904109,HKG-(DXB)-MXP,ZK001EK381-EK091,1.3,58.0,75.4,,,
