供应商代码（三位缩写）,中文名称,邮件种类,原寄局,寄达局,适用合同,结算方式,板号,账务时期,运能编码,收费路由,航班,来账重量,费率,金额,邮方确认重量,邮方确认费率,邮方确认金额
CP001,天泽物流,EA,CNCAND,NLHAGI,,单价,,202509,6102007,HKG-(TPE)-AMS,ZK001CI920-CI073,112.0,58.0,6496.0,,,
CP001,天泽物流,EA,CNCAND,NZAKLA,,单价,,202509,6102005,HKG-(TPE)-AKL,ZK001CI920-NZ078,1789.6,48.0,85900.8,,,
CP001,天泽物流,EA,CNCAND,RULEDL,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,5.9,63.0,371.7,,,
CP001,天泽物流,EA,CNCAND,RUMOWS,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,4290.2,63.0,270282.6,,,
CP001,天泽物流,LA,CNDGGA,FRROIC,,单价,,202509,6102041,HKG-(TPE)-CDG,ZK001CI920-BR087,12.7,50.0,635.0,,,
CP001,天泽物流,LA,CNDGGA,JPKWSA,,单价,,202509,6102029,HKG-(TPE)-NRT,ZK001CI920-JX804,250.5,18.0,4509.0,,,
CP001,天泽物流,EA,CNDGGD,AUMELA,,单价,,202509,6102024,HKG-(TPE)-MEL,ZK001CI920-CI057,520.8,41.0,21352.8,,,
CP001,天泽物流,EA,CNDGGD,AUSYDA,,单价,,202509,6102037,HKG-(TPE)-SYD,ZK001CI920-CI051,1638.7,41.0,67186.7,,,
CP001,天泽物流,EA,CNDGGD,CAYVRB,,单价,,202509,6102045,HKG-(TPE)-YVR,ZK001CI920-CI032,1100.9,75.0,82567.5,,,
CP001,天泽物流,EA,CNDGGD,DEFRAA,,单价,,202509,6102015,HKG-(TPE)-FRA,ZK001CI920-CI061,110.8,58.0,6426.4,,,
CP001,天泽物流,EA,CNDGGD,FRROIC,,单价,,202509,6102041,HKG-(TPE)-CDG,ZK001CI920-BR087,64.5,50.0,3225.0,,,
CP001,天泽物流,EA,CNDGGD,ITMILR,,单价,,202509,5904109,HKG-(DXB)-MXP,ZK001EK381-EK091,58.4,58.0,3387.2,,,
CP001,天泽物流,EA,CNDGGD,JPKIXA,,单价,,202509,6102020,HKG-(TPE)-KIX,ZK001CI920-JX820,9565.2,18.0,172173.6,,,
CP001,天泽物流,EA,CNDGGD,JPKWSA,,单价,,202509,6102029,HKG-(TPE)-NRT,ZK001CI920-JX804,15394.3,18.0,277097.4,,,
CP001,天泽物流,EA,CNDGGD,NZAKLA,,单价,,202509,6102005,HKG-(TPE)-AKL,ZK001CI920-NZ078,321.8,48.0,15446.4,,,
CP001,天泽物流,EA,CNDGGD,RUMOWS,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,216.9,63.0,13664.7,,,
CP001,天泽物流,LA,CNSZXA,AUMELA,,单价,,202509,6102024,HKG-(TPE)-MEL,ZK001CI920-CI057,46.1,41.0,1890.1,,,
CP001,天泽物流,LA,CNSZXA,CAYVRA,,单价,,202509,6102045,HKG-(TPE)-YVR,ZK001CI920-CI032,8.0,75.0,600.0,,,
CP001,天泽物流,LA,CNSZXA,DEFRAA,,单价,,202509,6102015,HKG-(TPE)-FRA,ZK001CI920-CI061,90.5,58.0,5249.0,,,
CP001,天泽物流,LA,CNSZXA,FRROIC,,单价,,202509,6102041,HKG-(TPE)-CDG,ZK001CI920-BR087,22.7,50.0,1135.0,,,
CP001,天泽物流,LA,CNSZXA,ITMXPB,,单价,,202509,5904109,HKG-(DXB)-MXP,ZK001EK381-EK091,460.2,58.0,26691.6,,,
CP001,天泽物流,LA,CNSZXA,NLHAGI,,单价,,202509,6102007,HKG-(TPE)-AMS,ZK001CI920-CI073,3.0,58.0,174.0,,,
CP001,天泽物流,EA,CNSZXD,AUMELA,,单价,,202509,6102024,HKG-(TPE)-MEL,ZK001CI920-CI057,812.9,41.0,33328.9,,,
CP001,天泽物流,EA,CNSZXD,BRCWBA,,单价,,202509,6102016,HKG-(IST)-GRU,ZK001TK071-TK015,78.5,84.0,6594.0,,,
CP001,天泽物流,LA,CNDGGA,AUMELA,,单价,,202509,6102024,HKG-(TPE)-MEL,ZK001CI920-CI057,3.7,41.0,151.7,,,
CP001,天泽物流,LA,CNDGGA,DEFRAA,,单价,,202509,6102015,HKG-(TPE)-FRA,ZK001CI920-CI061,4.0,58.0,232.0,,,
CP001,天泽物流,LA,CNDGGA,RUMOWS,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,10.8,63.0,680.4,,,
CP001,天泽物流,LA,CNDGGA,RUOVBB,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,13.3,63.0,837.9,,,
CP001,天泽物流,EA,CNCAND,AUMELA,,单价,,202509,6102024,HKG-(TPE)-MEL,ZK001CI920-CI057,187.9,41.0,7703.9,,,
CP001,天泽物流,EA,CNCAND,BRCWBA,,单价,,202509,6102016,HKG-(IST)-GRU,ZK001TK071-TK015,497.4,84.0,41781.6,,,
CP001,天泽物流,LA,CNCANA,FRROIC,,单价,,202509,6102041,HKG-(TPE)-CDG,ZK001CI920-BR087,12.0,50.0,600.0,,,
CP001,天泽物流,LA,CNCANA,NLHAGI,,单价,,202509,6102007,HKG-(TPE)-AMS,ZK001CI920-CI073,12.9,58.0,748.2,,,
CP001,天泽物流,EA,CNCAND,AUMELB,,单价,,202509,6102024,HKG-(TPE)-MEL,ZK001CI920-CI057,174.6,41.0,7158.6,,,
CP001,天泽物流,EA,CNCAND,AUSYDA,,单价,,202509,6102037,HKG-(TPE)-SYD,ZK001CI920-CI051,458.9,41.0,18814.9,,,
CP001,天泽物流,EA,CNCAND,AUSYDB,,单价,,202509,6102037,HKG-(TPE)-SYD,ZK001CI920-CI051,637.0,41.0,26117.0,,,
CP001,天泽物流,LA,CNSZXA,MXMEXD,,单价,,202509,6102025,HKG-(KUL)-(LHR)-MEX,ZK001AK139-MH004-AM008,0.3,84.0,25.2,,,
CP001,天泽物流,EA,CNSZXD,BRSAOD,,单价,,202509,6102016,HKG-(IST)-GRU,ZK001TK071-TK015,34.0,84.0,2856.0,,,
CP001,天泽物流,EA,CNSZXD,RUMOWT,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,10.8,63.0,680.4,,,
CP001,天泽物流,LA,CNDGGA,AUSYDA,,单价,,202509,6102037,HKG-(TPE)-SYD,ZK001CI920-CI051,38.6,41.0,1582.6,,,
CP001,天泽物流,EA,CNSZXD,JPKIXA,,单价,,202509,6102020,HKG-(TPE)-KIX,ZK001CI920-JX820,1349.2,18.0,24285.6,,,
CP001,天泽物流,EA,CNSZXD,JPKWSA,,单价,,202509,6102029,HKG-(TPE)-NRT,ZK001CI920-JX804,2387.8,18.0,42980.4,,,
CP001,天泽物流,EA,CNSZXD,JPTYOA,,单价,,202509,6102029,HKG-(TPE)-NRT,ZK001CI920-JX804,68.6,18.0,1234.8,,,
CP001,天泽物流,EA,CNCAND,RUMOWT,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,79.3,63.0,4995.9,,,
CP001,天泽物流,LA,CNDGGA,CAYVRA,,单价,,202509,6102045,HKG-(TPE)-YVR,ZK001CI920-CI032,6.3,75.0,472.5,,,
CP001,天泽物流,LA,CNSZXA,AUSYDA,,单价,,202509,6102037,HKG-(TPE)-SYD,ZK001CI920-CI051,102.9,41.0,4218.9,,,
CP001,天泽物流,LA,CNSZXA,JPKWSA,,单价,,202509,6102029,HKG-(TPE)-NRT,ZK001CI920-JX804,1084.7,18.0,19524.6,,,
CP001,天泽物流,EA,CNSZXD,AUSYDA,,单价,,202509,6102037,HKG-(TPE)-SYD,ZK001CI920-CI051,2306.1,41.0,94550.1,,,
CP001,天泽物流,EA,CNSZXD,AUSYDB,,单价,,202509,6102037,HKG-(TPE)-SYD,ZK001CI920-CI051,15.8,41.0,647.8,,,
CP001,天泽物流,PA,CNCSXA,DEFRAA,,单价,,202509,6102015,HKG-(TPE)-FRA,ZK001CI920-CI061,20.5,58.0,1189.0,,,
CP001,天泽物流,EA,CNCAND,ITMXPA,,单价,,202509,5904109,HKG-(DXB)-MXP,ZK001EK381-EK091,31.7,58.0,1838.6,,,
CP001,天泽物流,EA,CNCSXD,KRSELB,,单价,,202509,6102018,HKG-(TPE)-ICN,ZK001CI920-7C2602,387.5,18.0,6975.0,,,
CP001,天泽物流,EA,CNCAND,RUOVBB,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,17.8,63.0,1121.4,,,
CP001,天泽物流,LA,CNDGGA,ITMXPB,,单价,,202509,5904109,HKG-(DXB)-MXP,ZK001EK381-EK091,5.7,58.0,330.6,,,
CP001,天泽物流,LA,CNCANA,KRSELB,,单价,,202509,6102018,HKG-(TPE)-ICN,ZK001CI920-7C2602,4.5,18.0,81.0,,,
CP001,天泽物流,EA,CNCAND,MXMEXE,,单价,,202509,6102025,HKG-(KUL)-(LHR)-MEX,ZK001AK139-MH004-AM008,8.3,84.0,697.2,,,
CP001,天泽物流,LA,CNDGGA,RUKZNA,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,14.9,63.0,938.7,,,
CP001,天泽物流,LA,CNSZXA,BRCWBA,,单价,,202509,6102016,HKG-(IST)-GRU,ZK001TK071-TK015,4.0,84.0,336.0,,,
CP001,天泽物流,EA,CNSZXD,FRCDGH,,单价,,202509,6102041,HKG-(TPE)-CDG,ZK001CI920-BR087,8.6,50.0,430.0,,,
CP001,天泽物流,LA,CNCANA,AUMELA,,单价,,202509,6102024,HKG-(TPE)-MEL,ZK001CI920-CI057,38.8,41.0,1590.8,,,
CP001,天泽物流,EA,CNCAND,FRCDGH,,单价,,202509,6102041,HKG-(TPE)-CDG,ZK001CI920-BR087,92.9,50.0,4645.0,,,
CP001,天泽物流,LA,CNCANA,AUSYDA,,单价,,202509,6102037,HKG-(TPE)-SYD,ZK001CI920-CI051,110.4,41.0,4526.4,,,
CP001,天泽物流,LA,CNCANA,JPKWSA,,单价,,202509,6102029,HKG-(TPE)-NRT,ZK001CI920-JX804,39.5,18.0,711.0,,,
CP001,天泽物流,EA,CNDGGD,BRCWBA,,单价,,202509,6102016,HKG-(IST)-GRU,ZK001TK071-TK015,62.3,84.0,5233.2,,,
CP001,天泽物流,LA,CNSZXA,NZAKLA,,单价,,202509,6102005,HKG-(TPE)-AKL,ZK001CI920-NZ078,65.5,48.0,3144.0,,,
CP001,天泽物流,LA,CNSZXA,RUKZNA,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,0.6,63.0,37.8,,,
CP001,天泽物流,LA,CNSZXA,RUMOWS,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,0.3,63.0,18.9,,,
CP001,天泽物流,EA,CNSZXD,MXMEXE,,单价,,202509,6102025,HKG-(KUL)-(LHR)-MEX,ZK001AK139-MH004-AM008,123.1,84.0,10340.4,,,
CP001,天泽物流,LA,CNDGGA,NZAKLA,,单价,,202509,6102005,HKG-(TPE)-AKL,ZK001CI920-NZ078,13.1,48.0,628.8,,,
CP001,天泽物流,LA,CNCANA,NZAKLA,,单价,,202509,6102005,HKG-(TPE)-AKL,ZK001CI920-NZ078,1.0,48.0,48.0,,,
CP001,天泽物流,EA,CNCAND,GBLALA,,单价,,202509,6102044,HKG-(KUL)-LHR,ZK001AK139-MH004,42.8,54.0,2311.2,,,
CP001,天泽物流,LA,CNDGGA,RULEDL,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,4.3,63.0,270.9,,,
CP001,天泽物流,EA,CNDGGD,GBLALA,,单价,,202509,6102044,HKG-(KUL)-LHR,ZK001AK139-MH004,5.6,54.0,302.4,,,
CP001,天泽物流,LA,CNCSXA,RUMOWS,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,6.4,63.0,403.2,,,
CP001,天泽物流,PA,CNCSXA,RUMOWV,,单价,,202509,6102035,HKG-(HKT)-SVO,ZK001HX741-SU275,236.8,63.0,14918.4,,,
CP001,天泽物流,EA,CNDGGD,KRSELB,,单价,,202509,6102018,HKG-(TPE)-ICN,ZK001CI920-7C2602,92.4,18.0,1663.2,,,
CP001,天泽物流,EA,CNDGGD,MXMEXD,,单价,,202509,6102025,HKG-(KUL)-(LHR)-MEX,ZK001AK139-MH004-AM008,25.0,84.0,2100.0,,,
CP001,天泽物流,EA,CNDGGD,NLHAGI,,单价,,202509,6102007,HKG-(TPE)-AMS,ZK001CI920-CI073,11.8,58.0,684.4,,,
CP001,天泽物流,LA,CNSZXA,KRSELB,,单价,,202509,6102018,HKG-(TPE)-ICN,ZK001CI920-7C2602,0.3,18.0,5.4,,,
CP001,天泽物流,EA,CNSZXD,AUMELB,,单价,,202509,6102024,HKG-(TPE)-MEL,ZK001CI920-CI057,7.5,41.0,307.5,,,
CP001,天泽物流,LA,CNCANA,DEFRAA,,单价,,202509,6102015,HKG-(TPE)-FRA,ZK001CI920-CI061,0.7,58.0,40.6,,,
CP001,天泽物流,EA,CNHFED,CAYVRB,,单价,,202509,6102045,HKG-(TPE)-YVR,ZK001CI920-CI032,0.2,75.0,15.0,,,
