邮件种类,承运人名称,Barcode,CN38时间,接收扫描时间,启运地点,启运时间,中转到达地点,中转到达时间,中转启运时间,到达地点,目的地到达时间,目的地交邮时间,收费路由,航班,重量,费率,金额,币种,账务时期,账单编号,备注,运能编码,箱板类型,集装器号（板号）
EA,天泽物流,CNCANDMXMEXDAUX55876001000231,20250421,20250421,HKG,20250422,,,,MEX,20250430,20250430,HKG-(KUL)-(LHR)-MEX,ZK001AK139-MH004-AM008,23.100,84.00,1940.40,RMB,202504,,,6102025,D,
EA,天泽物流,CNCANDNZAKLAAEN51282001000010,20250421,20250421,HKG,20250424,,,,AKL,20250428,20250428,HKG-(TPE)-AKL,ZK001CI920-NZ078,1.000,48.00,48.00,RMB,202504,,,6102005,D,
EA,天泽物流,CNCANDNZAKLAAEN51282003100093,20250421,20250421,HKG,20250424,,,,AKL,20250428,20250428,HKG-(TPE)-AKL,ZK001CI920-NZ078,9.300,48.00,446.40,RMB,202504,,,6102005,D,
EA,天泽物流,CNCANDNZAKLAAEN51283004000082,20250421,20250421,HKG,20250424,,,,AKL,20250428,20250428,HKG-(TPE)-AKL,ZK001CI920-NZ078,8.200,48.00,393.60,RMB,202504,,,6102005,D,
EA,天泽物流,CNCANDNZAKLAAEN51283005000014,20250421,20250421,HKG,20250424,,,,AKL,20250428,20250428,HKG-(TPE)-AKL,ZK001CI920-NZ078,1.400,48.00,67.20,RMB,202504,,,6102005,D,
EA,天泽物流,CNCANDNZAKLAAEN51283007000019,20250421,20250421,HKG,20250424,,,,AKL,20250428,20250428,HKG-(TPE)-AKL,ZK001CI920-NZ078,1.900,48.00,91.20,RMB,202504,,,6102005,D,
EA,天泽物流,CNCANDNZAKLAAEN51283008000021,20250421,20250421,HKG,20250424,,,,AKL,20250428,20250428,HKG-(TPE)-AKL,ZK001CI920-NZ078,2.100,48.00,100.80,RMB,202504,,,6102005,D,
EA,天泽物流,CNCANDNZAKLAAEN51283009000090,20250421,20250421,HKG,20250424,,,,AKL,20250428,20250428,HKG-(TPE)-AKL,ZK001CI920-NZ078,9.000,48.00,432.00,RMB,202504,,,6102005,D,
EA,天泽物流,CNCANDRUMOWSAUX56019002100206,20250421,20250421,HKG,20250422,,,,SVO,20250425,20250425,HKG-(HKT)-SVO,ZK001HX741-SU275,20.600,63.00,1297.80,RMB,202504,,,6102035,D,
EA,天泽物流,CNCANDRUMOWTAEN50486001100047,20250421,20250421,HKG,20250422,,,,SVO,20250425,20250425,HKG-(HKT)-SVO,ZK001HX741-SU275,4.700,63.00,296.10,RMB,202504,,,6102035,D,
EA,天泽物流,CNCANDRUOVBBAEN50242003100077,20250421,20250421,HKG,20250422,,,,SVO,20250425,20250425,HKG-(HKT)-SVO,ZK001HX741-SU275,7.700,63.00,485.10,RMB,202504,,,6102035,D,
EA,天泽物流,CNCANDUSJFKAAEM50891001000018,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,1.800,60.00,108.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKAAEM50891004000043,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,4.300,60.00,258.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKAAEM50891005000011,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,1.100,60.00,66.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKAAEM50891008000065,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,6.500,60.00,390.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKAAEM50891009000023,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,2.300,60.00,138.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKAAEM50891010000033,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,3.300,60.00,198.00,RMB,202504,,,6102042,D,
